"Region_number","Region","W-Median-2016","I-Gini-2016","W-Median-2018","I-Gini-2018","W-Median-2021","I-Gini-2021","I-S8020-2016","I-P9010-2016","I-P9050-2016","I-P5010-2016","I-Palma-2016","I-S8020-2018","I-P9010-2018","I-P9050-2018","I-P5010-2018","I-Palma-2018","I-S8020-2021","I-P9010-2021","I-P9050-2021","I-P5010-2021","I-Palma-2021","GHG-Energy-2016","GHG-Industry-2016","GHG-Residential-2016","GHG-Tertiary-2016","GHG-Waste-2016","GHG-Road-2016","GHG-Other_Transp.-2016","GHG-Int._Transp.-2016","GHG-Agriculture-2016","GHG-Total-2016","GHG-Energy-2018","GHG-Industry-2018","GHG-Residential-2018","GHG-Tertiary-2018","GHG-Waste-2018","GHG-Road-2018","GHG-Other_Transp.-2018","GHG-Int._Transp.-2018","GHG-Agriculture-2018","GHG-Total-2018","GHG-Energy-2021","GHG-Industry-2021","GHG-Residential-2021","GHG-Tertiary-2021","GHG-Waste-2021","GHG-Road-2021","GHG-Other_Transp.-2021","GHG-Int._Transp.-2021","GHG-Agriculture-2021","GHG-Total-2021"
"200000172","CC Faucigny-Glières",24175.7142857143,0.2983635369,25420,0.29,26980,0.293,2.29312418685716,3.72173902406204,1.99755099896919,1.86315094131895,2.25509449625777,2.204833141542,3.55066079295154,1.90243902439024,1.86637298091043,2.13509933774834,2.20295404814004,3.54583046175052,1.90696812453669,1.85940730530669,2.13396930734135,0.408907425857905,2.01506302988518,0.851047519177588,0.588401075278996,1.03445193290631,2.80267765371146,0.00776067167527171,0,0.23536576653854,7.94367507503125,0.357413370660849,1.45595545969423,0.594623185891395,0.423191185047255,0.0182562589962933,2.73478271537413,0.00598617843884679,0,0.20704677849677,5.79725513259977,0.0038661236321946,1.31524100292995,1.26249660773318,0.366564907837837,1.77249804056973,2.80545493176826,0.005378611481275,0,0.312105009214267,7.8436052351667
"200000438","CC du Pays de Pontchâteau Saint-Gildas-des-Bois",20435,0.1927846486,21500,0.191,22790,0.19,1.69585557784293,2.29284938800068,1.46483548047361,1.56526068528826,1.58146201624463,1.67457420924574,2.26406926406926,1.45953488372093,1.55122655122655,1.57451078775715,1.6531196336577,2.25153374233129,1.4493198771391,1.5535105657805,1.56170212765957,0.10490722964034,0.500631462574884,0.662149169501082,0.481110954400553,0.015351689092001,2.35670210201389,0.0101902720899526,0,2.19901054170683,6.33005342101954,0.0909304174881645,0.360923543081685,0.546239607199089,0.389925659283583,0.0168885173878668,2.27969730770437,0.00785152189710762,0,2.11461954698545,5.80707612102731,0.00092579639997318,0.3591499706504,1.04455656770399,0.380253678511192,0.00417163401002622,2.97479172633768,0.00668832380105208,0,2.36995229914215,7.14048999655646
"200000545","CC des Portes de Romilly-sur-Seine",17257.6666666667,0.2509733294,17940,0.251,18730,0.254,2.02827505079671,2.94511336982017,1.63701156973712,1.79907914169056,1.85547945205479,2.01644736842105,2.98678861788618,1.63823857302118,1.82317073170732,1.83115264797508,2.08587479935795,3.04757185332012,1.64175120128137,1.85629335976214,1.83691756272401,0.105782854404572,0.492718790412887,1.36661758150736,0.702070741298578,0.0181049905843897,1.52179299261061,0.0300640610480007,0,0.623961834922438,4.86111384678884,0.0933928273098264,0.358270390693784,1.16388461361328,0.64275043107142,0.0198464073034734,1.49798407707478,0.0287353000215913,0,0.621640445047778,4.42650449213593,0.00604514722553887,0.297210094115836,1.69455527620006,0.581487443440658,0.00257043642636533,0.617982191460378,0.0257645097211874,0,0.404192994902221,3.62980809349225
"200000628","CC Rhône Lez Provence",18632,0.2581479401,19440,0.261,20750,0.26,2.12154636967231,3.22966397411285,1.7090668384142,1.88972362082081,1.91152845667896,2.13066871637202,3.21067683508103,1.73251028806584,1.85319351763584,1.93119266055046,2.15521064301552,3.18916437098255,1.67373493975904,1.90541781450872,1.88647474198805,0.172644594289225,0.796576568565682,0.742757965406075,0.642766868279035,0.575218081930992,6.47972088144307,0.0317918937812399,0,0.286155535391353,9.72763238908667,0.152305842159058,0.572984891979538,0.640531585974106,0.571354326263213,0.0162835188938369,6.39327385646072,0.0240905202266934,0,0.290001113459836,8.660825655417,0.0279493856299865,0.358632208618858,0.833908711620003,0.500417342514202,0.0130614648670594,4.96037593216766,0.0227502471623651,0,0.1763871608408,6.89348245342093
"200000800","CC Cœur de Sologne",20668.0769230769,0.2473475209,21380,0.236,22630,0.239,1.90599123234291,2.79356125657217,1.62405968398115,1.72010997140459,1.79383232557666,1.80125786163522,2.60183066361556,1.59541627689429,1.63081617086194,1.73587786259542,1.81704410011919,2.6654492330168,1.61246133451171,1.65303140978817,1.75855421686747,0.116698901074571,0.556595225838218,1.14320358732197,1.2347254130846,0.0200785297016556,7.34687048374186,0.0273851975701541,0,0.692388988864428,11.1379463271975,0.102657050298503,0.397870610806609,0.885564439667135,1.11259705825877,0.0221062171796868,7.2173809856132,0.0218754721863778,0,0.689862600998954,10.4499144350092,0.0026027899254183,0.381116804171838,1.75760883239782,2.21307275103392,0.00364920802700677,6.37679504182439,0.018334693794063,0,0.583100089457274,11.3362802106317
"200000925","CC de la Plaine Dijonnaise",22346.3333333333,0.2005272523,23600,0.199,24930,0.195,1.71414887248054,2.38770580578152,1.4892397389153,1.60330519216512,1.61423397453665,1.68901408450704,2.33806626098715,1.46525423728814,1.59567275185936,1.58405863490609,1.6515625,2.29643527204503,1.47292418772563,1.55909943714822,1.58961038961039,0.0757650904479401,0.360486614142782,0.9556915520025,0.443973608740156,0.0275488081230473,2.63950997451063,0.0117409728761992,0,0.998445182754461,5.51316180359772,0.0664551268513265,0.260250177817007,0.830729803894715,0.449122906324221,0.0298768227674129,2.58078837774343,0.00899774286189434,0,1.00043761133476,5.22665856959477,0.00273291175009691,0.375936827388633,1.92240480709101,0.532101592967431,0.00346790938268019,2.46401394475398,0.00775817026685223,0,1.00181245995752,6.3102286235582
"200000933","CC Sauldre et Sologne",19706.6666666667,0.2423921857,20720,0.246,21780,0.24,1.88023283200431,2.77413303684011,1.61879953605258,1.71369769700132,1.77873244298118,1.86432825943084,2.684,1.61920849420849,1.6576,1.77325581395349,1.83479349186483,2.73239436619718,1.60330578512397,1.70422535211268,1.74512743628186,0.345489863103756,1.64548530330938,0.856056410650341,0.427856932590172,0.0269854676259866,4.01310152213575,0,0,5.71505890069466,13.0300344001101,0.306870255045691,1.19938289754288,0.725649183997507,0.421459351217819,0.0246780798606659,3.98004273990523,0,0,5.74501143181113,12.4030939393809,0.00465202900822805,1.3305105177232,1.6217665214928,0.68973397893677,0.00270088153390833,2.89417263933563,0,0,3.69020353292293,10.2337401009535
"200004802","CC du Pays de Fayence",21651.6666666667,0.2887577682,22710,0.292,24370,0.291,2.27010739395812,3.63583024015026,1.78806866292048,2.03338401681499,2.02942512668181,2.2120189061445,3.53028972783143,1.77058564509027,1.99385425812116,1.9876421156698,2.21678321678322,3.53217821782178,1.75666803446861,2.01072607260726,1.97281105990783,0.0309607542637822,0.145313310686375,0.462072527239572,0.342062777162779,0.016830028952281,1.96564657694143,0,0,0.26691188653418,3.2297978617804,0.0266893036690662,0.102245256105121,0.444709172296002,0.321211265977143,0.0185217195098067,1.88649617882041,0,0,0.2640975979323,3.06397049430985,0.00438627424716268,0.193744566075344,0.565240488814318,0.235719608320027,1.88280081664394,3.26968869826449,0,0,0.25323636241995,6.40481681478523
"200005932","CC des Portes de Sologne",23374.5833333333,0.2618992526,24090,0.261,25770,0.254,1.92411524274748,2.876911658599,1.7017466570578,1.69056401354886,1.88192488791763,1.91495433789954,2.85304408677397,1.69240348692403,1.68579426172148,1.84646739130435,1.86201385189132,2.74458305975049,1.6220411331005,1.69205515430072,1.78479931682323,0.206885538153537,0.997302513705675,1.00209384652607,0.473176737995773,0.0209625778877695,4.81444578766183,0.0102572136395306,0,0.41503846102531,7.9401626765955,0.18116872923286,0.702044665688856,0.843637189197858,0.466528177147116,0.0227170053556389,4.70526055322245,0.00815646634690507,0,0.409925647376529,7.33943843356821,0.00302115525150281,0.773184255182273,1.55868673224234,0.564834169881366,0.00260816701854095,6.27782953127171,0.00662096282441831,0,0.263672412519792,9.45045738619194
"200005957","CC de la Région de Rambervillers",18409,0.2516799425,19280,0.252,20840,0.255,1.99753867833133,3.04323545471091,1.65142050084198,1.84279864102409,1.82330463093861,1.99623777276147,2.95708955223881,1.64419087136929,1.79850746268657,1.82183908045977,2.01637010676157,3.01417183348096,1.63291746641075,1.8458813108946,1.81687132941805,0.18780661402799,1.21466917097395,0.985301697130927,0.481554866851808,1.45683559195086,2.54617754394204,0,0,3.57924423187631,10.4515897167539,0.167165894648779,1.75630151405559,0.807348053081222,0.480557712231321,0.0266909781764529,2.53989096262164,0,0,3.71769531519393,9.49565043000893,0.00312565197985665,2.25426747153326,1.53315240061836,0.615882708498383,3.7607605073669,1.97948798251642,0,0,4.424905601875,14.5715823243882
